date,indicator,value,series_id
2010-10-01,연방기금금리,0.2,DFF
2010-10-02,연방기금금리,0.2,DFF
2010-10-03,연방기금금리,0.2,DFF
2010-10-04,연방기금금리,0.2,DFF
2010-10-05,연방기금금리,0.2,DFF
2010-10-06,연방기금금리,0.19,DFF
2010-10-07,연방기금금리,0.18,DFF
2010-10-08,연방기금금리,0.18,DFF
2010-10-09,연방기금금리,0.18,DFF
2010-10-10,연방기금금리,0.18,DFF
2010-10-11,연방기금금리,0.18,DFF
2010-10-12,연방기금금리,0.18,DFF
2010-10-13,연방기금금리,0.18,DFF
2010-10-14,연방기금금리,0.19,DFF
2010-10-15,연방기금금리,0.2,DFF
2010-10-16,연방기금금리,0.2,DFF
2010-10-17,연방기금금리,0.2,DFF
2010-10-18,연방기금금리,0.19,DFF
2010-10-19,연방기금금리,0.19,DFF
2010-10-20,연방기금금리,0.19,DFF
2010-10-21,연방기금금리,0.19,DFF
2010-10-22,연방기금금리,0.19,DFF
2010-10-23,연방기금금리,0.19,DFF
2010-10-24,연방기금금리,0.19,DFF
2010-10-25,연방기금금리,0.19,DFF
2010-10-26,연방기금금리,0.19,DFF
2010-10-27,연방기금금리,0.19,DFF
2010-10-28,연방기금금리,0.19,DFF
2010-10-29,연방기금금리,0.2,DFF
2010-10-30,연방기금금리,0.2,DFF
2010-10-31,연방기금금리,0.2,DFF
2010-11-01,연방기금금리,0.2,DFF
2010-11-02,연방기금금리,0.2,DFF
2010-11-03,연방기금금리,0.2,DFF
2010-11-04,연방기금금리,0.19,DFF
2010-11-05,연방기금금리,0.18,DFF
2010-11-06,연방기금금리,0.18,DFF
2010-11-07,연방기금금리,0.18,DFF
2010-11-08,연방기금금리,0.18,DFF
2010-11-09,연방기금금리,0.17,DFF
2010-11-10,연방기금금리,0.17,DFF
2010-11-11,연방기금금리,0.17,DFF
2010-11-12,연방기금금리,0.19,DFF
2010-11-13,연방기금금리,0.19,DFF
2010-11-14,연방기금금리,0.19,DFF
2010-11-15,연방기금금리,0.21,DFF
2010-11-16,연방기금금리,0.21,DFF
2010-11-17,연방기금금리,0.2,DFF
2010-11-18,연방기금금리,0.2,DFF
2010-11-19,연방기금금리,0.21,DFF
2010-11-20,연방기금금리,0.21,DFF
2010-11-21,연방기금금리,0.21,DFF
2010-11-22,연방기금금리,0.19,DFF
2010-11-23,연방기금금리,0.2,DFF
2010-11-24,연방기금금리,0.2,DFF
2010-11-25,연방기금금리,0.2,DFF
2010-11-26,연방기금금리,0.2,DFF
2010-11-27,연방기금금리,0.2,DFF
2010-11-28,연방기금금리,0.2,DFF
2010-11-29,연방기금금리,0.2,DFF
2010-11-30,연방기금금리,0.2,DFF
2010-12-01,연방기금금리,0.2,DFF
2010-12-02,연방기금금리,0.19,DFF
2010-12-03,연방기금금리,0.18,DFF
2010-12-04,연방기금금리,0.18,DFF
2010-12-05,연방기금금리,0.18,DFF
2010-12-06,연방기금금리,0.18,DFF
2010-12-07,연방기금금리,0.17,DFF
2010-12-08,연방기금금리,0.17,DFF
2010-12-09,연방기금금리,0.16,DFF
2010-12-10,연방기금금리,0.16,DFF
2010-12-11,연방기금금리,0.16,DFF
2010-12-12,연방기금금리,0.16,DFF
2010-12-13,연방기금금리,0.17,DFF
2010-12-14,연방기금금리,0.19,DFF
2010-12-15,연방기금금리,0.2,DFF
2010-12-16,연방기금금리,0.2,DFF
2010-12-17,연방기금금리,0.2,DFF
2010-12-18,연방기금금리,0.2,DFF
2010-12-19,연방기금금리,0.2,DFF
2010-12-20,연방기금금리,0.21,DFF
2010-12-21,연방기금금리,0.2,DFF
2010-12-22,연방기금금리,0.19,DFF
2010-12-23,연방기금금리,0.19,DFF
2010-12-24,연방기금금리,0.19,DFF
2010-12-25,연방기금금리,0.19,DFF
2010-12-26,연방기금금리,0.19,DFF
2010-12-27,연방기금금리,0.19,DFF
2010-12-28,연방기금금리,0.18,DFF
2010-12-29,연방기금금리,0.18,DFF
2010-12-30,연방기금금리,0.19,DFF
2010-12-31,연방기금금리,0.13,DFF
2011-01-01,연방기금금리,0.13,DFF
2011-01-02,연방기금금리,0.13,DFF
2011-01-03,연방기금금리,0.19,DFF
2011-01-04,연방기금금리,0.18,DFF
2011-01-05,연방기금금리,0.18,DFF
2011-01-06,연방기금금리,0.17,DFF
2011-01-07,연방기금금리,0.17,DFF
2011-01-08,연방기금금리,0.17,DFF
2011-01-09,연방기금금리,0.17,DFF
2011-01-10,연방기금금리,0.17,DFF
2011-01-11,연방기금금리,0.17,DFF
2011-01-12,연방기금금리,0.16,DFF
2011-01-13,연방기금금리,0.16,DFF
2011-01-14,연방기금금리,0.16,DFF
2011-01-15,연방기금금리,0.16,DFF
2011-01-16,연방기금금리,0.16,DFF
2011-01-17,연방기금금리,0.16,DFF
2011-01-18,연방기금금리,0.19,DFF
2011-01-19,연방기금금리,0.18,DFF
2011-01-20,연방기금금리,0.18,DFF
2011-01-21,연방기금금리,0.17,DFF
2011-01-22,연방기금금리,0.17,DFF
2011-01-23,연방기금금리,0.17,DFF
2011-01-24,연방기금금리,0.18,DFF
