date,indicator,value,series_id
2020-09-01,"한국 GDP - 국내총생산에 대한 지출(실질, 원계열, 전년동기비)",-0.8,200Y102
2020-09-01,한국 GDP - 민간소비,-4.1,200Y102
2020-09-01,한국 GDP - 설비투자,6.6,200Y102
2020-09-01,한국 GDP - 건설투자,1.1,200Y102
2020-09-01,한국 GDP - 재화수출,1.5,200Y102
2020-09-01,한국 GDP - 재화수입,1.2,200Y102
2020-09-01,한국 GDP - 내수(재고제외),-0.4,200Y102
2020-09-01,한국 GDP - 정부소비,5.0,200Y102
2020-09-01,한국 GDP - 명목 GNI(전기비),2.8,200Y102
2020-09-01,한국 GDP - 실질 GNI(전기비),2.1,200Y102
2020-09-01,한국 GDP - 명목 GNI(전년동기비),0.7,200Y102
2020-09-01,한국 GDP - 실질 GNI(전년동기비),0.0,200Y102
2020-09-01,"한국 GDP - GDP 디플레이터 등락률(원계열, 전년동기비)",2.4,200Y102
2020-09-01,한국 GDP - 총저축률,35.4,200Y102
2020-09-01,한국 GDP - 국내총투자율,30.9,200Y102
2020-09-01,한국 GDP - (가계순저축률),11.2,200Y102
2020-09-01,"한국 GDP - 수출입의 대 GNI 비율(명목, 계절조정)",67.9,200Y102
2020-09-01,"한국 GDP - 국내총생산(GDP)(명목, 계절조정, 전기비)",3.0,200Y102
2020-09-01,한국 GDP - 피용자보수,0.8,200Y102
2020-09-01,한국 GDP - 총영업잉여,5.3,200Y102
2020-09-01,한국 GDP - 순생산 및 수입세,3.7,200Y102
2020-09-01,"한국 GDP - 국내총생산(GDP)(명목, 원계열, 전년동기비)",1.5,200Y102
2020-09-01,한국 GDP - 피용자보수,2.1,200Y102
2020-09-01,한국 GDP - 총영업잉여,0.3,200Y102
2020-09-01,한국 GDP - 순생산 및 수입세,4.0,200Y102
2020-09-01,한국 GDP - 가계총처분가능소득(계절조정계열),297514.0,200Y102
2020-09-01,한국 GDP - 가계총처분가능소득(원계열),289392.4,200Y102
2020-09-01,한국 GDP - 실질가계총처분가능소득(계절조정계열),296332.1,200Y102
2020-09-01,한국 GDP - 실질가계총처분가능소득(원계열),287168.4,200Y102
2020-09-01,한국 GDP - 가계총저축(계절조정계열),52829.1,200Y102
2020-09-01,한국 GDP - 가계총저축(원계열),46068.6,200Y102
2020-12-01,"한국 GDP - 국내총생산(GDP)(실질, 계절조정, 전기비)",1.6,200Y102
2020-12-01,한국 GDP - 비농림어업GDP,1.6,200Y102
2020-12-01,한국 GDP - 농림어업,2.5,200Y102
2020-12-01,한국 GDP - 제조업,4.0,200Y102
2020-12-01,한국 GDP - 건설업,0.6,200Y102
2020-12-01,한국 GDP - 서비스업,0.8,200Y102
2020-12-01,한국 GDP - ICT산업,4.7,200Y102
2020-12-01,한국 GDP - 비ICT산업,1.3,200Y102
2020-12-01,"한국 GDP - 국내총생산에 대한 지출(실질, 계절조정, 전기비)",1.6,200Y102
2020-12-01,한국 GDP - 민간소비,-0.8,200Y102
2020-12-01,한국 GDP - 설비투자,0.0,200Y102
2020-12-01,한국 GDP - 건설투자,0.8,200Y102
2020-12-01,한국 GDP - 재화수출,3.7,200Y102
2020-12-01,한국 GDP - 재화수입,1.0,200Y102
2020-12-01,한국 GDP - 내수(재고제외),-0.3,200Y102
2020-12-01,한국 GDP - 정부소비,-0.6,200Y102
2020-12-01,"한국 GDP - 국내총생산(GDP)(실질, 원계열, 전년동기비)",-0.5,200Y102
2020-12-01,한국 GDP - 농림어업,-3.5,200Y102
2020-12-01,한국 GDP - 제조업,0.5,200Y102
2020-12-01,"한국 GDP - 전기, 가스 및 수도사업",6.9,200Y102
2020-12-01,한국 GDP - 건설업,-2.3,200Y102
2020-12-01,한국 GDP - 서비스업,-1.2,200Y102
2020-12-01,"한국 GDP - 국내총생산에 대한 지출(실질, 원계열, 전년동기비)",-0.5,200Y102
2020-12-01,한국 GDP - 민간소비,-6.1,200Y102
2020-12-01,한국 GDP - 설비투자,5.4,200Y102
2020-12-01,한국 GDP - 건설투자,-1.0,200Y102
2020-12-01,한국 GDP - 재화수출,3.5,200Y102
2020-12-01,한국 GDP - 재화수입,2.3,200Y102
2020-12-01,한국 GDP - 내수(재고제외),-2.1,200Y102
2020-12-01,한국 GDP - 정부소비,2.6,200Y102
2020-12-01,한국 GDP - 명목 GNI(전기비),1.9,200Y102
2020-12-01,한국 GDP - 실질 GNI(전기비),2.0,200Y102
2020-12-01,한국 GDP - 명목 GNI(전년동기비),2.1,200Y102
2020-12-01,한국 GDP - 실질 GNI(전년동기비),1.7,200Y102
2020-12-01,"한국 GDP - GDP 디플레이터 등락률(원계열, 전년동기비)",2.4,200Y102
2020-12-01,한국 GDP - 총저축률,36.8,200Y102
2020-12-01,한국 GDP - 국내총투자율,31.0,200Y102
2020-12-01,한국 GDP - (가계순저축률),10.1,200Y102
2020-12-01,"한국 GDP - 수출입의 대 GNI 비율(명목, 계절조정)",67.9,200Y102
2020-12-01,"한국 GDP - 국내총생산(GDP)(명목, 계절조정, 전기비)",1.4,200Y102
2020-12-01,한국 GDP - 피용자보수,0.7,200Y102
2020-12-01,한국 GDP - 총영업잉여,2.1,200Y102
2020-12-01,한국 GDP - 순생산 및 수입세,1.6,200Y102
2020-12-01,"한국 GDP - 국내총생산(GDP)(명목, 원계열, 전년동기비)",2.0,200Y102
2020-12-01,한국 GDP - 피용자보수,2.1,200Y102
2020-12-01,한국 GDP - 총영업잉여,0.9,200Y102
2020-12-01,한국 GDP - 순생산 및 수입세,6.3,200Y102
2020-12-01,한국 GDP - 가계총처분가능소득(계절조정계열),291816.9,200Y102
2020-12-01,한국 GDP - 가계총처분가능소득(원계열),296055.0,200Y102
2020-12-01,한국 GDP - 실질가계총처분가능소득(계절조정계열),290192.8,200Y102
2020-12-01,한국 GDP - 실질가계총처분가능소득(원계열),294778.3,200Y102
2020-12-01,한국 GDP - 가계총저축(계절조정계열),49040.4,200Y102
2020-12-01,한국 GDP - 가계총저축(원계열),47687.1,200Y102
2021-03-01,"한국 GDP - 국내총생산(GDP)(실질, 계절조정, 전기비)",1.5,200Y102
2021-03-01,한국 GDP - 비농림어업GDP,1.5,200Y102
2021-03-01,한국 GDP - 농림어업,4.6,200Y102
2021-03-01,한국 GDP - 제조업,2.2,200Y102
2021-03-01,한국 GDP - 건설업,0.8,200Y102
2021-03-01,한국 GDP - 서비스업,1.2,200Y102
2021-03-01,한국 GDP - ICT산업,2.7,200Y102
2021-03-01,한국 GDP - 비ICT산업,1.4,200Y102
2021-03-01,"한국 GDP - 국내총생산에 대한 지출(실질, 계절조정, 전기비)",1.5,200Y102
2021-03-01,한국 GDP - 민간소비,0.9,200Y102
2021-03-01,한국 GDP - 설비투자,9.0,200Y102
2021-03-01,한국 GDP - 건설투자,1.9,200Y102
2021-03-01,한국 GDP - 재화수출,2.9,200Y102
2021-03-01,한국 GDP - 재화수입,5.5,200Y102
2021-03-01,한국 GDP - 내수(재고제외),2.1,200Y102
2021-03-01,한국 GDP - 정부소비,1.8,200Y102
2021-03-01,"한국 GDP - 국내총생산(GDP)(실질, 원계열, 전년동기비)",2.6,200Y102
2021-03-01,한국 GDP - 농림어업,2.4,200Y102
2021-03-01,한국 GDP - 제조업,4.6,200Y102
2021-03-01,"한국 GDP - 전기, 가스 및 수도사업",1.7,200Y102
2021-03-01,한국 GDP - 건설업,-2.2,200Y102
2021-03-01,한국 GDP - 서비스업,1.9,200Y102
2021-03-01,"한국 GDP - 국내총생산에 대한 지출(실질, 원계열, 전년동기비)",2.6,200Y102
2021-03-01,한국 GDP - 민간소비,0.6,200Y102
2021-03-01,한국 GDP - 설비투자,13.3,200Y102
2021-03-01,한국 GDP - 건설투자,-0.2,200Y102
2021-03-01,한국 GDP - 재화수출,8.7,200Y102
2021-03-01,한국 GDP - 재화수입,10.1,200Y102
2021-03-01,한국 GDP - 내수(재고제외),2.5,200Y102
2021-03-01,한국 GDP - 정부소비,2.7,200Y102
2021-03-01,한국 GDP - 명목 GNI(전기비),2.0,200Y102
2021-03-01,한국 GDP - 실질 GNI(전기비),1.8,200Y102
2021-03-01,한국 GDP - 명목 GNI(전년동기비),5.2,200Y102
2021-03-01,한국 GDP - 실질 GNI(전년동기비),3.5,200Y102
2021-03-01,"한국 GDP - GDP 디플레이터 등락률(원계열, 전년동기비)",2.7,200Y102
2021-03-01,한국 GDP - 총저축률,37.0,200Y102
2021-03-01,한국 GDP - 국내총투자율,31.1,200Y102
2021-03-01,한국 GDP - (가계순저축률),10.9,200Y102
2021-03-01,"한국 GDP - 수출입의 대 GNI 비율(명목, 계절조정)",72.3,200Y102
2021-03-01,"한국 GDP - 국내총생산(GDP)(명목, 계절조정, 전기비)",2.3,200Y102
2021-03-01,한국 GDP - 피용자보수,1.4,200Y102
2021-03-01,한국 GDP - 총영업잉여,3.4,200Y102
2021-03-01,한국 GDP - 순생산 및 수입세,1.4,200Y102
2021-03-01,"한국 GDP - 국내총생산(GDP)(명목, 원계열, 전년동기비)",5.4,200Y102
2021-03-01,한국 GDP - 피용자보수,2.7,200Y102
2021-03-01,한국 GDP - 총영업잉여,9.2,200Y102
2021-03-01,한국 GDP - 순생산 및 수입세,3.2,200Y102
2021-03-01,한국 GDP - 가계총처분가능소득(계절조정계열),299350.5,200Y102
2021-03-01,한국 GDP - 가계총처분가능소득(원계열),309191.6,200Y102
2021-03-01,한국 GDP - 실질가계총처분가능소득(계절조정계열),296166.8,200Y102
2021-03-01,한국 GDP - 실질가계총처분가능소득(원계열),305973.3,200Y102
2021-03-01,한국 GDP - 가계총저축(계절조정계열),52566.3,200Y102
2021-03-01,한국 GDP - 가계총저축(원계열),61042.5,200Y102
2021-06-01,"한국 GDP - 국내총생산(GDP)(실질, 계절조정, 전기비)",1.4,200Y102
2021-06-01,한국 GDP - 비농림어업GDP,1.5,200Y102
2021-06-01,한국 GDP - 농림어업,-6.1,200Y102
2021-06-01,한국 GDP - 제조업,0.4,200Y102
2021-06-01,한국 GDP - 건설업,0.0,200Y102
2021-06-01,한국 GDP - 서비스업,1.8,200Y102
2021-06-01,한국 GDP - ICT산업,4.5,200Y102
2021-06-01,한국 GDP - 비ICT산업,0.6,200Y102
2021-06-01,"한국 GDP - 국내총생산에 대한 지출(실질, 계절조정, 전기비)",1.4,200Y102
