date,indicator,value,period
20231206,원/엔 환율,891.55,D
20231206,원/유로 환율,1415.85,D
20231207,원/달러 환율,1312.4,D
20231207,원/엔 환율,891.36,D
20231207,원/유로 환율,1413.06,D
20231208,원/달러 환율,1322.7,D
20231208,원/엔 환율,919.15,D
20231208,원/유로 환율,1427.59,D
20231211,원/달러 환율,1307.9,D
20231211,원/엔 환율,903.09,D
20231211,원/유로 환율,1408.22,D
20231212,원/달러 환율,1318.3,D
20231212,원/엔 환율,901.93,D
20231212,원/유로 환율,1419.02,D
20231213,원/달러 환율,1315.7,D
20231213,원/엔 환율,904.76,D
20231213,원/유로 환율,1420.69,D
20231214,원/달러 환율,1316.5,D
20231214,원/엔 환율,923.76,D
20231214,원/유로 환율,1432.48,D
20231215,원/달러 환율,1295.6,D
20231215,원/엔 환율,912.04,D
20231215,원/유로 환율,1423.93,D
20231218,원/달러 환율,1294.7,D
20231218,원/엔 환율,909.93,D
20231218,원/유로 환율,1410.83,D
20231219,원/달러 환율,1298.7,D
20231219,원/엔 환율,909.42,D
20231219,원/유로 환율,1418.44,D
20231220,원/달러 환율,1304.7,D
20231220,원/엔 환율,906.89,D
20231220,원/유로 환율,1432.69,D
20231221,원/달러 환율,1300.2,D
20231221,원/엔 환율,906.35,D
20231221,원/유로 환율,1422.94,D
20231222,원/달러 환율,1303.8,D
20231222,원/엔 환율,917.59,D
20231222,원/유로 환율,1435.29,D
20231226,원/달러 환율,1300.7,D
20231226,원/엔 환율,914.63,D
20231226,원/유로 환율,1433.5,D
20231227,원/달러 환율,1296.8,D
20231227,원/엔 환율,911.15,D
20231227,원/유로 환율,1432.19,D
20231228,원/달러 환율,1294.4,D
20231228,원/엔 환율,914.16,D
20231228,원/유로 환율,1437.75,D
20231229,원/달러 환율,1289.4,D
20231229,원/엔 환율,912.66,D
20231229,원/유로 환율,1426.59,D
202401,기준금리,3.5,M
20240102,원/달러 환율,1289.4,D
20240102,원/엔 환율,915.6,D
20240102,원/유로 환율,1423.63,D
20240103,원/달러 환율,1299.3,D
20240103,원/엔 환율,914.55,D
20240103,원/유로 환율,1421.82,D
20240104,원/달러 환율,1308.8,D
20240104,원/엔 환율,914.76,D
20240104,원/유로 환율,1429.86,D
20240105,원/달러 환율,1310.2,D
20240105,원/엔 환율,905.68,D
20240105,원/유로 환율,1434.28,D
20240108,원/달러 환율,1313.7,D
20240108,원/엔 환율,907.47,D
20240108,원/유로 환율,1437.19,D
20240109,원/달러 환율,1314.8,D
20240109,원/엔 환율,912.14,D
20240109,원/유로 환율,1439.84,D
20240110,원/달러 환율,1312.1,D
20240110,원/엔 환율,908.94,D
20240110,원/유로 환율,1434.32,D
20240111,원/달러 환율,1320.1,D
20240111,원/엔 환율,906.6,D
20240111,원/유로 환율,1448.55,D
20240112,원/달러 환율,1316.0,D
20240112,원/엔 환율,906.24,D
20240112,원/유로 환율,1444.11,D
20240115,원/달러 환율,1314.1,D
20240115,원/엔 환율,906.03,D
20240115,원/유로 환율,1438.55,D
20240116,원/달러 환율,1319.3,D
20240116,원/엔 환율,905.09,D
20240116,원/유로 환율,1444.44,D
20240117,원/달러 환율,1329.0,D
20240117,원/엔 환율,903.22,D
20240117,원/유로 환율,1445.69,D
20240118,원/달러 환율,1343.2,D
20240118,원/엔 환율,906.74,D
20240118,원/유로 환율,1461.67,D
20240119,원/달러 환율,1342.4,D
20240119,원/엔 환율,906.57,D
20240119,원/유로 환율,1460.26,D
20240122,원/달러 환율,1336.5,D
20240122,원/엔 환율,901.91,D
20240122,원/유로 환율,1456.25,D
20240123,원/달러 환율,1334.7,D
20240123,원/엔 환율,901.52,D
20240123,원/유로 환율,1452.35,D
20240124,원/달러 환율,1336.0,D
20240124,원/엔 환율,900.82,D
20240124,원/유로 환율,1450.63,D
20240125,원/달러 환율,1339.1,D
20240125,원/엔 환율,907.34,D
20240125,원/유로 환율,1457.61,D
20240126,원/달러 환율,1335.7,D
20240126,원/엔 환율,905.04,D
20240126,원/유로 환율,1448.43,D
20240129,원/달러 환율,1336.6,D
20240129,원/엔 환율,902.62,D
20240129,원/유로 환율,1449.34,D
20240130,원/달러 환율,1336.9,D
20240130,원/엔 환율,906.74,D
20240130,원/유로 환율,1448.73,D
20240131,원/달러 환율,1330.6,D
20240131,원/엔 환율,901.89,D
20240131,원/유로 환율,1443.1,D
202402,기준금리,3.5,M
20240201,원/달러 환율,1333.5,D
20240201,원/엔 환율,908.19,D
20240201,원/유로 환율,1442.11,D
20240202,원/달러 환율,1332.5,D
20240202,원/엔 환율,910.24,D
20240202,원/유로 환율,1449.23,D
20240205,원/달러 환율,1325.1,D
20240205,원/엔 환율,892.23,D
20240205,원/유로 환율,1427.53,D
20240206,원/달러 환율,1334.6,D
20240206,원/엔 환율,897.75,D
20240206,원/유로 환율,1433.76,D
20240207,원/달러 환율,1329.6,D
20240207,원/엔 환율,899.65,D
20240207,원/유로 환율,1430.12,D
20240208,원/달러 환율,1325.3,D
20240208,원/엔 환율,895.2,D
20240208,원/유로 환율,1427.94,D
20240213,원/달러 환율,1327.2,D
20240213,원/엔 환율,888.8,D
20240213,원/유로 환율,1429.66,D
20240214,원/달러 환율,1328.4,D
20240214,원/엔 환율,882.04,D
20240214,원/유로 환율,1422.78,D
20240215,원/달러 환율,1336.9,D
20240215,원/엔 환율,888.48,D
20240215,원/유로 환율,1434.49,D
20240216,원/달러 환율,1333.2,D
20240216,원/엔 환율,889.48,D
20240216,원/유로 환율,1436.59,D
20240219,원/달러 환율,1333.0,D
20240219,원/엔 환율,888.05,D
20240219,원/유로 환율,1436.71,D
20240220,원/달러 환율,1333.8,D
20240220,원/엔 환율,888.37,D
20240220,원/유로 환율,1437.57,D
20240221,원/달러 환율,1337.9,D
20240221,원/엔 환율,892.2,D
20240221,원/유로 환율,1446.0,D
20240222,원/달러 환율,1335.0,D
20240222,원/엔 환율,888.08,D
20240222,원/유로 환율,1444.8,D
20240223,원/달러 환율,1331.0,D
20240223,원/엔 환율,884.53,D
20240223,원/유로 환율,1440.74,D
20240226,원/달러 환율,1329.3,D
20240226,원/엔 환율,883.11,D
20240226,원/유로 환율,1438.57,D
20240227,원/달러 환율,1331.4,D
20240227,원/엔 환율,883.57,D
20240227,원/유로 환율,1444.7,D
20240228,원/달러 환율,1331.3,D
20240228,원/엔 환율,884.73,D
20240228,원/유로 환율,1443.73,D
20240229,원/달러 환율,1334.0,D
20240229,원/엔 환율,885.76,D
20240229,원/유로 환율,1445.92,D
202403,기준금리,3.5,M
20240304,원/달러 환율,1334.1,D
20240304,원/엔 환율,888.66,D
20240304,원/유로 환율,1446.56,D
20240305,원/달러 환율,1330.1,D
20240305,원/엔 환율,884.2,D
20240305,원/유로 환율,1444.22,D
20240306,원/달러 환율,1333.2,D
20240306,원/엔 환율,889.57,D
20240306,원/유로 환율,1447.52,D
20240307,원/달러 환율,1335.7,D
20240307,원/엔 환율,894.61,D
20240307,원/유로 환율,1456.05,D
20240308,원/달러 환율,1329.6,D
20240308,원/엔 환율,898.89,D
20240308,원/유로 환율,1455.71,D
20240311,원/달러 환율,1323.1,D
20240311,원/엔 환율,900.47,D
20240311,원/유로 환율,1447.34,D
20240312,원/달러 환율,1314.4,D
20240312,원/엔 환율,894.73,D
20240312,원/유로 환율,1436.05,D
20240313,원/달러 환율,1311.1,D
20240313,원/엔 환율,888.55,D
20240313,원/유로 환율,1432.9,D
20240314,원/달러 환율,1312.8,D
20240314,원/엔 환율,889.1,D
20240314,원/유로 환율,1437.45,D
20240315,원/달러 환율,1316.9,D
20240315,원/엔 환율,888.12,D
20240315,원/유로 환율,1433.25,D
20240318,원/달러 환율,1328.4,D
20240318,원/엔 환율,891.51,D
20240318,원/유로 환율,1445.9,D
20240319,원/달러 환율,1333.0,D
20240319,원/엔 환율,894.24,D
20240319,원/유로 환율,1449.24,D
20240320,원/달러 환율,1338.5,D
20240320,원/엔 환율,886.81,D
20240320,원/유로 환율,1454.15,D
20240321,원/달러 환율,1338.7,D
20240321,원/엔 환율,887.17,D
20240321,원/유로 환율,1463.4,D
20240322,원/달러 환율,1326.3,D
20240322,원/엔 환율,874.49,D
20240322,원/유로 환율,1440.49,D
20240325,원/달러 환율,1336.1,D
20240325,원/엔 환율,883.87,D
20240325,원/유로 환율,1444.06,D
20240326,원/달러 환율,1340.7,D
20240326,원/엔 환율,885.56,D
20240326,원/유로 환율,1453.12,D
20240327,원/달러 환율,1338.6,D
20240327,원/엔 환율,883.24,D
20240327,원/유로 환율,1450.04,D
20240328,원/달러 환율,1345.8,D
20240328,원/엔 환율,889.17,D
20240328,원/유로 환율,1455.01,D
20240329,원/달러 환율,1346.8,D
20240329,원/엔 환율,889.48,D
20240329,원/유로 환율,1452.93,D
202404,기준금리,3.5,M
20240401,원/달러 환율,1347.4,D
20240401,원/엔 환율,890.11,D
20240401,원/유로 환율,1453.44,D
20240402,원/달러 환율,1347.1,D
20240402,원/엔 환율,888.32,D
20240402,원/유로 환율,1446.25,D
20240403,원/달러 환율,1353.0,D
20240403,원/엔 환율,892.69,D
20240403,원/유로 환율,1456.84,D
20240404,원/달러 환율,1349.1,D
20240404,원/엔 환율,889.88,D
20240404,원/유로 환율,1462.02,D
20240405,원/달러 환율,1346.8,D
20240405,원/엔 환율,890.53,D
20240405,원/유로 환율,1459.8,D
20240408,원/달러 환율,1351.8,D
20240408,원/엔 환율,891.37,D
20240408,원/유로 환율,1464.4,D
20240409,원/달러 환율,1353.6,D
20240409,원/엔 환율,891.49,D
20240409,원/유로 환율,1470.28,D
20240411,원/달러 환율,1354.4,D
20240411,원/엔 환율,885.55,D
20240411,원/유로 환율,1455.03,D
20240412,원/달러 환율,1363.7,D
20240412,원/엔 환율,890.06,D
20240412,원/유로 환율,1462.98,D
20240415,원/달러 환율,1371.6,D
20240415,원/엔 환율,894.8,D
20240415,원/유로 환율,1460.14,D
20240416,원/달러 환율,1383.7,D
20240416,원/엔 환율,897.43,D
20240416,원/유로 환율,1470.6,D
20240417,원/달러 환율,1395.3,D
20240417,원/엔 환율,901.91,D
20240417,원/유로 환율,1481.88,D
20240418,원/달러 환율,1386.3,D
20240418,원/엔 환율,898.36,D
20240418,원/유로 환율,1479.46,D
20240419,원/달러 환율,1375.9,D
20240419,원/엔 환율,889.77,D
20240419,원/유로 환율,1464.1,D
20240422,원/달러 환율,1385.0,D
20240422,원/엔 환율,895.89,D
20240422,원/유로 환율,1476.48,D
20240423,원/달러 환율,1380.6,D
20240423,원/엔 환율,891.89,D
20240423,원/유로 환율,1470.96,D
20240424,원/달러 환율,1377.9,D
20240424,원/엔 환율,890.26,D
20240424,원/유로 환율,1474.84,D
20240425,원/달러 환율,1370.0,D
20240425,원/엔 환율,882.48,D
20240425,원/유로 환율,1465.56,D
20240426,원/달러 환율,1376.6,D
20240426,원/엔 환율,884.79,D
20240426,원/유로 환율,1477.09,D
20240429,원/달러 환율,1375.9,D
20240429,원/엔 환율,869.12,D
20240429,원/유로 환율,1472.49,D
20240430,원/달러 환율,1378.7,D
20240430,원/엔 환율,882.68,D
20240430,원/유로 환율,1477.48,D
202405,기준금리,3.5,M
20240502,원/달러 환율,1378.0,D
20240502,원/엔 환율,886.17,D
20240502,원/유로 환율,1476.46,D
20240503,원/달러 환율,1378.5,D
20240503,원/엔 환율,899.92,D
20240503,원/유로 환율,1479.06,D
20240507,원/달러 환율,1365.2,D
20240507,원/엔 환율,885.83,D
20240507,원/유로 환율,1469.84,D
20240508,원/달러 환율,1357.8,D
20240508,원/엔 환율,877.44,D
20240508,원/유로 환율,1459.7,D
20240509,원/달러 환율,1364.4,D
20240509,원/엔 환율,877.12,D
20240509,원/유로 환율,1466.53,D
20240510,원/달러 환율,1367.9,D
20240510,원/엔 환율,880.53,D
20240510,원/유로 환율,1475.21,D
20240513,원/달러 환율,1367.9,D
20240513,원/엔 환율,878.01,D
20240513,원/유로 환율,1473.78,D
20240514,원/달러 환율,1370.1,D
20240514,원/엔 환율,876.95,D
20240514,원/유로 환율,1478.27,D
20240516,원/달러 환율,1369.0,D
20240516,원/엔 환율,885.37,D
20240516,원/유로 환율,1490.7,D
20240517,원/달러 환율,1349.4,D
20240517,원/엔 환율,868.37,D
20240517,원/유로 환율,1466.46,D
20240520,원/달러 환율,1355.2,D
20240520,원/엔 환율,870.25,D
20240520,원/유로 환율,1473.44,D
20240521,원/달러 환율,1356.2,D
20240521,원/엔 환율,867.83,D
20240521,원/유로 환율,1472.97,D
20240522,원/달러 환율,1364.4,D
20240522,원/엔 환율,873.24,D
20240522,원/유로 환율,1481.33,D
20240523,원/달러 환율,1363.1,D
20240523,원/엔 환율,869.63,D
20240523,원/유로 환율,1475.69,D
20240524,원/달러 환율,1364.5,D
20240524,원/엔 환율,869.14,D
20240524,원/유로 환율,1475.43,D
20240527,원/달러 환율,1370.0,D
20240527,원/엔 환율,873.42,D
20240527,원/유로 환율,1486.31,D
20240528,원/달러 환율,1365.4,D
20240528,원/엔 환율,870.1,D
20240528,원/유로 환율,1482.76,D
20240529,원/달러 환율,1359.5,D
20240529,원/엔 환율,864.71,D
20240529,원/유로 환율,1475.81,D
20240530,원/달러 환율,1364.8,D
20240530,원/엔 환율,865.63,D
20240530,원/유로 환율,1474.05,D
20240531,원/달러 환율,1376.5,D
20240531,원/엔 환율,877.84,D
20240531,원/유로 환율,1491.09,D
202406,기준금리,3.5,M
20240603,원/달러 환율,1381.6,D
20240603,원/엔 환율,878.41,D
20240603,원/유로 환율,1499.17,D
20240604,원/달러 환율,1377.6,D
20240604,원/엔 환율,882.03,D
20240604,원/유로 환율,1502.75,D
20240605,원/달러 환율,1373.1,D
20240605,원/엔 환율,886.76,D
20240605,원/유로 환율,1494.0,D
20240607,원/달러 환율,1371.5,D
20240607,원/엔 환율,881.54,D
20240607,원/유로 환율,1493.91,D
20240610,원/달러 환율,1366.9,D
20240610,원/엔 환율,871.55,D
20240610,원/유로 환율,1473.31,D
20240611,원/달러 환율,1377.9,D
20240611,원/엔 환율,877.39,D
20240611,원/유로 환율,1483.24,D
20240612,원/달러 환율,1377.4,D
20240612,원/엔 환율,876.4,D
20240612,원/유로 환율,1479.4,D
20240613,원/달러 환율,1377.8,D
20240613,원/엔 환율,878.56,D
20240613,원/유로 환율,1489.75,D
20240614,원/달러 환율,1371.0,D
20240614,원/엔 환율,872.58,D
20240614,원/유로 환율,1472.45,D
20240617,원/달러 환율,1377.7,D
20240617,원/엔 환율,874.56,D
20240617,원/유로 환율,1474.76,D
20240618,원/달러 환율,1380.4,D
20240618,원/엔 환율,875.22,D
20240618,원/유로 환율,1482.0,D
20240619,원/달러 환율,1380.5,D
20240619,원/엔 환율,874.62,D
20240619,원/유로 환율,1482.66,D
20240620,원/달러 환율,1380.8,D
20240620,원/엔 환율,874.01,D
20240620,원/유로 환율,1483.88,D
20240621,원/달러 환율,1383.8,D
20240621,원/엔 환율,870.89,D
20240621,원/유로 환율,1481.15,D
20240624,원/달러 환율,1389.1,D
20240624,원/엔 환율,869.63,D
20240624,원/유로 환율,1485.64,D
20240625,원/달러 환율,1389.7,D
20240625,원/엔 환율,870.38,D
20240625,원/유로 환율,1491.43,D
20240626,원/달러 환율,1386.4,D
20240626,원/엔 환율,868.26,D
20240626,원/유로 환율,1484.97,D
20240627,원/달러 환율,1390.1,D
20240627,원/엔 환율,865.0,D
20240627,원/유로 환율,1484.35,D
20240628,원/달러 환율,1389.2,D
20240628,원/엔 환율,864.31,D
20240628,원/유로 환율,1487.07,D
202407,기준금리,3.5,M
20240701,원/달러 환율,1382.4,D
20240701,원/엔 환율,859.57,D
20240701,원/유로 환율,1484.35,D
20240702,원/달러 환율,1380.8,D
20240702,원/엔 환율,855.38,D
20240702,원/유로 환율,1482.56,D
20240703,원/달러 환율,1387.4,D
20240703,원/엔 환율,859.42,D
20240703,원/유로 환율,1491.11,D
20240704,원/달러 환율,1389.4,D
20240704,원/엔 환율,859.59,D
20240704,원/유로 환율,1499.02,D
20240705,원/달러 환율,1381.9,D
20240705,원/엔 환율,856.86,D
20240705,원/유로 환율,1494.04,D
20240708,원/달러 환율,1379.0,D
20240708,원/엔 환율,858.07,D
20240708,원/유로 환율,1492.77,D
20240709,원/달러 환율,1379.4,D
20240709,원/엔 환율,858.13,D
20240709,원/유로 환율,1493.68,D
20240710,원/달러 환율,1383.4,D
20240710,원/엔 환율,857.36,D
20240710,원/유로 환율,1496.22,D
20240711,원/달러 환율,1385.6,D
20240711,원/엔 환율,857.53,D
20240711,원/유로 환율,1501.02,D
20240712,원/달러 환율,1380.1,D
20240712,원/엔 환율,865.95,D
20240712,원/유로 환율,1499.75,D
20240715,원/달러 환율,1376.3,D
20240715,원/엔 환율,869.34,D
20240715,원/유로 환율,1498.31,D
20240716,원/달러 환율,1381.9,D
20240716,원/엔 환율,874.09,D
20240716,원/유로 환율,1505.86,D
20240717,원/달러 환율,1386.0,D
20240717,원/엔 환율,875.47,D
20240717,원/유로 환율,1510.95,D
20240718,원/달러 환율,1381.5,D
20240718,원/엔 환율,886.17,D
20240718,원/유로 환율,1511.5,D
20240719,원/달러 환율,1379.9,D
20240719,원/엔 환율,877.44,D
20240719,원/유로 환율,1504.09,D
20240722,원/달러 환율,1386.6,D
20240722,원/엔 환율,881.81,D
20240722,원/유로 환율,1511.26,D
20240723,원/달러 환율,1388.6,D
20240723,원/엔 환율,884.09,D
20240723,원/유로 환율,1512.25,D
20240724,원/달러 환율,1385.1,D
20240724,원/엔 환율,889.45,D
20240724,원/유로 환율,1502.83,D
20240725,원/달러 환율,1385.1,D
20240725,원/엔 환율,901.32,D
20240725,원/유로 환율,1501.45,D
20240726,원/달러 환율,1385.4,D
20240726,원/엔 환율,901.92,D
20240726,원/유로 환율,1502.95,D
20240729,원/달러 환율,1385.4,D
20240729,원/엔 환율,899.11,D
20240729,원/유로 환율,1503.78,D
20240730,원/달러 환율,1382.0,D
20240730,원/엔 환율,898.45,D
20240730,원/유로 환율,1495.39,D
20240731,원/달러 환율,1384.6,D
20240731,원/엔 환율,905.44,D
20240731,원/유로 환율,1497.51,D
202408,기준금리,3.5,M
20240801,원/달러 환율,1380.1,D
20240801,원/엔 환율,918.66,D
20240801,원/유로 환율,1493.75,D
20240802,원/달러 환율,1365.9,D
20240802,원/엔 환율,915.7,D
20240802,원/유로 환율,1473.74,D
20240805,원/달러 환율,1372.8,D
20240805,원/엔 환율,938.67,D
20240805,원/유로 환율,1497.38,D
20240806,원/달러 환율,1360.6,D
20240806,원/엔 환율,937.18,D
20240806,원/유로 환율,1490.67,D
20240807,원/달러 환율,1372.2,D
20240807,원/엔 환율,949.49,D
20240807,원/유로 환율,1499.61,D
20240808,원/달러 환율,1376.4,D
20240808,원/엔 환율,940.13,D
20240808,원/유로 환율,1504.34,D
20240809,원/달러 환율,1377.7,D
20240809,원/엔 환율,934.32,D
20240809,원/유로 환율,1504.24,D
20240812,원/달러 환율,1369.4,D
20240812,원/엔 환율,931.09,D
20240812,원/유로 환율,1494.63,D
20240813,원/달러 환율,1367.7,D
20240813,원/엔 환율,929.08,D
20240813,원/유로 환율,1495.24,D
20240814,원/달러 환율,1370.3,D
20240814,원/엔 환율,933.38,D
20240814,원/유로 환율,1506.99,D
20240816,원/달러 환율,1361.4,D
20240816,원/엔 환율,912.44,D
20240816,원/유로 환율,1493.8,D
20240819,원/달러 환율,1360.1,D
20240819,원/엔 환율,919.89,D
20240819,원/유로 환율,1499.44,D
20240820,원/달러 환율,1337.8,D
20240820,원/엔 환율,911.84,D
20240820,원/유로 환율,1483.02,D
20240821,원/달러 환율,1332.0,D
20240821,원/엔 환율,917.07,D
20240821,원/유로 환율,1482.25,D
20240822,원/달러 환율,1332.4,D
20240822,원/엔 환율,919.63,D
20240822,원/유로 환율,1486.49,D
20240823,원/달러 환율,1335.9,D
20240823,원/엔 환율,914.34,D
20240823,원/유로 환율,1484.99,D
20240826,원/달러 환율,1340.1,D
20240826,원/엔 환율,933.05,D
20240826,원/유로 환율,1499.91,D
20240827,원/달러 환율,1323.9,D
20240827,원/엔 환율,917.75,D
20240827,원/유로 환율,1478.27,D
20240828,원/달러 환율,1330.4,D
20240828,원/엔 환율,925.21,D
20240828,원/유로 환율,1487.85,D
20240829,원/달러 환율,1334.7,D
20240829,원/엔 환율,925.17,D
20240829,원/유로 환율,1484.79,D
20240830,원/달러 환율,1335.3,D
20240830,원/엔 환율,921.75,D
20240830,원/유로 환율,1479.58,D
202409,기준금리,3.5,M
20240902,원/달러 환율,1334.8,D
20240902,원/엔 환율,910.69,D
20240902,원/유로 환율,1474.35,D
20240903,원/달러 환율,1338.8,D
20240903,원/엔 환율,911.12,D
20240903,원/유로 환율,1481.45,D
20240904,원/달러 환율,1341.0,D
20240904,원/엔 환율,923.43,D
20240904,원/유로 환율,1481.27,D
20240905,원/달러 환율,1342.0,D
20240905,원/엔 환율,934.22,D
20240905,원/유로 환율,1487.41,D
20240906,원/달러 환율,1335.8,D
20240906,원/엔 환율,931.81,D
20240906,원/유로 환율,1484.14,D
20240909,원/달러 환율,1330.4,D
20240909,원/엔 환율,935.29,D
20240909,원/유로 환율,1475.21,D
20240910,원/달러 환율,1339.5,D
20240910,원/엔 환율,935.83,D
20240910,원/유로 환율,1478.47,D
20240911,원/달러 환율,1344.3,D
20240911,원/엔 환율,943.87,D
20240911,원/유로 환율,1481.49,D
20240912,원/달러 환율,1340.3,D
20240912,원/엔 환율,940.59,D
20240912,원/유로 환율,1476.01,D
20240913,원/달러 환율,1339.6,D
20240913,원/엔 환율,945.74,D
20240913,원/유로 환율,1483.54,D
20240919,원/달러 환율,1331.0,D
20240919,원/엔 환율,934.46,D
20240919,원/유로 환율,1479.61,D
20240920,원/달러 환율,1331.8,D
20240920,원/엔 환율,932.93,D
20240920,원/유로 환율,1486.22,D
20240923,원/달러 환율,1329.9,D
20240923,원/엔 환율,923.93,D
20240923,원/유로 환율,1484.23,D
20240924,원/달러 환율,1335.5,D
20240924,원/엔 환율,930.24,D
20240924,원/유로 환율,1483.81,D
20240925,원/달러 환율,1334.3,D
20240925,원/엔 환율,932.52,D
20240925,원/유로 환율,1492.75,D
20240926,원/달러 환율,1328.4,D
20240926,원/엔 환율,918.01,D
20240926,원/유로 환율,1478.71,D
20240927,원/달러 환율,1329.7,D
20240927,원/엔 환율,917.29,D
20240927,원/유로 환율,1486.01,D
20240930,원/달러 환율,1319.6,D
20240930,원/엔 환율,924.51,D
20240930,원/유로 환율,1474.06,D
202410,기준금리,3.25,M
20241002,원/달러 환율,1306.9,D
20241002,원/엔 환율,910.26,D
20241002,원/유로 환율,1446.15,D
20241004,원/달러 환율,1320.1,D
20241004,원/엔 환율,899.47,D
20241004,원/유로 환율,1456.53,D
20241007,원/달러 환율,1333.3,D
20241007,원/엔 환율,894.65,D
20241007,원/유로 환율,1462.7,D
20241008,원/달러 환율,1346.5,D
20241008,원/엔 환율,910.26,D
20241008,원/유로 환율,1478.12,D
20241010,원/달러 환율,1347.8,D
20241010,원/엔 환율,903.08,D
20241010,원/유로 환율,1474.56,D
20241011,원/달러 환율,1349.4,D
20241011,원/엔 환율,907.74,D
20241011,원/유로 환율,1475.5,D
20241014,원/달러 환율,1348.6,D
20241014,원/엔 환율,903.31,D
20241014,원/유로 환율,1473.75,D
20241015,원/달러 환율,1354.9,D
20241015,원/엔 환율,904.62,D
20241015,원/유로 환율,1477.99,D
20241016,원/달러 환율,1360.4,D
20241016,원/엔 환율,911.22,D
20241016,원/유로 환율,1481.14,D
20241017,원/달러 환율,1363.7,D
20241017,원/엔 환율,911.29,D
20241017,원/유로 환율,1480.64,D
20241018,원/달러 환율,1366.5,D
20241018,원/엔 환율,909.64,D
20241018,원/유로 환율,1479.71,D
20241021,원/달러 환율,1371.1,D
20241021,원/엔 환율,916.91,D
20241021,원/유로 환율,1490.18,D
20241022,원/달러 환율,1370.4,D
20241022,원/엔 환율,909.08,D
20241022,원/유로 환율,1482.16,D
20241023,원/달러 환율,1380.1,D
20241023,원/엔 환율,913.55,D
20241023,원/유로 환율,1490.3,D
20241024,원/달러 환율,1382.0,D
20241024,원/엔 환율,904.86,D
20241024,원/유로 환율,1490.0,D
20241025,원/달러 환율,1380.5,D
20241025,원/엔 환율,910.26,D
20241025,원/유로 환율,1494.18,D
20241028,원/달러 환율,1384.4,D
20241028,원/엔 환율,905.75,D
20241028,원/유로 환율,1494.94,D
20241029,원/달러 환율,1387.0,D
20241029,원/엔 환율,904.67,D
20241029,원/유로 환율,1499.76,D
20241030,원/달러 환율,1383.1,D
20241030,원/엔 환율,902.6,D
20241030,원/유로 환율,1496.58,D
20241031,원/달러 환율,1383.3,D
20241031,원/엔 환율,902.2,D
20241031,원/유로 환율,1502.19,D
202411,기준금리,3.0,M
20241101,원/달러 환율,1379.3,D
20241101,원/엔 환율,908.24,D
20241101,원/유로 환율,1501.44,D
20241104,원/달러 환율,1377.9,D
20241104,원/엔 환율,904.19,D
20241104,원/유로 환율,1498.95,D
20241105,원/달러 환율,1371.3,D
20241105,원/엔 환율,901.31,D
20241105,원/유로 환율,1491.77,D
20241106,원/달러 환율,1377.8,D
20241106,원/엔 환율,907.76,D
20241106,원/유로 환율,1505.11,D
20241107,원/달러 환율,1391.5,D
20241107,원/엔 환율,901.29,D
20241107,원/유로 환율,1493.43,D
20241108,원/달러 환율,1399.1,D
20241108,원/엔 환율,914.21,D
20241108,원/유로 환율,1510.89,D
20241111,원/달러 환율,1385.4,D
20241111,원/엔 환율,906.17,D
20241111,원/유로 환율,1483.97,D
20241112,원/달러 환율,1395.3,D
20241112,원/엔 환율,907.6,D
20241112,원/유로 환율,1486.9,D
20241113,원/달러 환율,1401.1,D
20241113,원/엔 환율,906.6,D
20241113,원/유로 환율,1487.9,D
20241114,원/달러 환율,1407.3,D
20241114,원/엔 환율,905.6,D
20241114,원/유로 환율,1486.53,D
20241115,원/달러 환율,1406.4,D
20241115,원/엔 환율,899.61,D
20241115,원/유로 환율,1481.08,D
20241118,원/달러 환율,1402.8,D
20241118,원/엔 환율,906.93,D
20241118,원/유로 환율,1477.99,D
20241119,원/달러 환율,1392.6,D
20241119,원/엔 환율,901.39,D
20241119,원/유로 환율,1475.39,D
20241120,원/달러 환율,1392.0,D
20241120,원/엔 환율,900.56,D
20241120,원/유로 환율,1475.1,D
20241121,원/달러 환율,1391.6,D
20241121,원/엔 환율,895.87,D
20241121,원/유로 환율,1467.37,D
20241122,원/달러 환율,1398.1,D
20241122,원/엔 환율,906.0,D
20241122,원/유로 환율,1464.51,D
20241125,원/달러 환율,1400.5,D
20241125,원/엔 환율,907.62,D
20241125,원/유로 환율,1467.23,D
20241126,원/달러 환율,1398.2,D
20241126,원/엔 환율,908.13,D
20241126,원/유로 환율,1467.83,D
20241127,원/달러 환율,1401.2,D
20241127,원/엔 환율,915.01,D
20241127,원/유로 환율,1469.93,D
20241128,원/달러 환율,1396.8,D
20241128,원/엔 환율,925.31,D
20241128,원/유로 환율,1476.21,D
20241129,원/달러 환율,1394.7,D
20241129,원/엔 환율,920.87,D
20241129,원/유로 환율,1472.04,D
202412,기준금리,3.0,M
20241202,원/달러 환율,1395.1,D
20241202,원/엔 환율,931.46,D
20241202,원/유로 환율,1471.9,D
20241203,원/달러 환율,1402.0,D
20241203,원/엔 환율,937.51,D
20241203,원/유로 환율,1471.96,D
20241204,원/달러 환율,1403.4,D
20241204,원/엔 환율,937.69,D
20241204,원/유로 환율,1474.48,D
20241205,원/달러 환율,1413.0,D
20241205,원/엔 환율,938.15,D
20241205,원/유로 환율,1485.13,D
20241206,원/달러 환율,1414.9,D
20241206,원/엔 환율,942.48,D
20241206,원/유로 환율,1497.6,D
20241209,원/달러 환율,1419.4,D
20241209,원/엔 환율,947.06,D
20241209,원/유로 환율,1499.95,D
